Schema,Table,FullTableName,Position,Field,DataType,Key,Nullable,Description,TableDescription,SapReference,SourceFile
cfg,DictionaryDataElement,cfg.DictionaryDataElement,14,IsChangeDocumentRelevant,bit,,no,Changes are logged in change documents,Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
cfg,DictionaryDataElement,cfg.DictionaryDataElement,15,IsPersonalData,bit,,no,Personal data — masking and retention apply,Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
cfg,DictionaryDataElement,cfg.DictionaryDataElement,16,Status,nvarchar(20),,no,Activation status,Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
cfg,DictionaryDataElement,cfg.DictionaryDataElement,17,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
cfg,DictionaryDataElement,cfg.DictionaryDataElement,18,CreatedBy,nvarchar(64),,no,Creating user name,Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
cfg,DictionaryDataElement,cfg.DictionaryDataElement,19,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
cfg,DictionaryDataElement,cfg.DictionaryDataElement,20,ModifiedBy,nvarchar(64),,yes,Last changing user name,Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
cfg,DictionaryDataElement,cfg.DictionaryDataElement,21,RowVersion,rowversion,,no,Optimistic concurrency token,Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
cfg,DictionaryDataElement,cfg.DictionaryDataElement,22,IsActive,bit,,no,Soft-delete / active flag (master + config only),Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,1,Id,bigint,PK,no,Surrogate key,Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,3,SchemaName,nvarchar(20),AK,no,"Database schema, e.g. `fin`",Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,4,TableName,nvarchar(64),AK,no,Table name,Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,5,ShortDescription,nvarchar(255),,no,Description,Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,6,TableCategory,nvarchar(20),,no,"`Transparent`, `Configuration`, `Master`, `Transaction`, `Text`, `Custom`",Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,7,DeliveryClass,nvarchar(1),,no,"`A` application, `C` customizing, `S` system, `L` temporary",Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,8,MaintenanceType,nvarchar(20),,no,"`NotAllowed`, `Display`, `Maintain`",Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,9,IsTenantDependent,bit,,no,Carries `TenantId`,Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,10,IsCompanyCodeDependent,bit,,no,Carries `CompanyCodeId`,Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,11,SizeCategory,tinyint,,no,Expected volume class `0..9`,Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,12,BufferingType,nvarchar(20),,no,"`None`, `FullyBuffered`, `GenericKey`, `SingleRecord`",Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,13,IsLogged,bit,,no,Table changes written to change documents,Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,14,IsImmutable,bit,,no,Posted data — updates and deletes rejected,Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,15,AuthorizationGroup,nvarchar(4),,yes,Table authorization group for SE16N,Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,16,PrimaryKeyFields,nvarchar(255),,no,Comma-separated PK field list,Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,17,Status,nvarchar(20),,no,Activation status,Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,18,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,19,CreatedBy,nvarchar(64),,no,Creating user name,Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,20,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,21,ModifiedBy,nvarchar(64),,yes,Last changing user name,Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,22,RowVersion,rowversion,,no,Optimistic concurrency token,Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTable,cfg.DictionaryTable,23,IsActive,bit,,no,Soft-delete / active flag (master + config only),Table definition and technical settings,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,1,Id,bigint,PK,no,Surrogate key,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,3,DictionaryTableId,bigint,"AK,FK",no,Owning table,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,4,FieldName,nvarchar(64),AK,no,Field name,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,5,FieldPosition,int,,no,Column order,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,6,DataElementId,bigint,FK,yes,Data element (null for include-generated fields),,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,7,DomainName,nvarchar(64),,yes,Domain resolved from the data element,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,8,SqlType,nvarchar(40),,no,Physical SQL Server type,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,9,Length,int,,yes,Length,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,10,DecimalPlaces,tinyint,,yes,Decimals,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,11,IsKey,bit,,no,Part of the primary key,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,12,IsRequired,bit,,no,`NOT NULL`,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,13,IsIdentity,bit,,no,Identity / auto-increment,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,14,DefaultValue,nvarchar(255),,yes,Default expression,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,15,CheckTableName,nvarchar(64),,yes,Check table for input validation,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,16,ForeignKeyId,bigint,FK,yes,Foreign key definition,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,17,SearchHelpId,bigint,FK,yes,Field-level search help,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,18,CurrencyReferenceField,nvarchar(64),,yes,Field holding the currency of an amount,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,19,UnitReferenceField,nvarchar(64),,yes,Field holding the unit of a quantity,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,20,IncludeName,nvarchar(64),,yes,"Include the field came from, e.g. `#AUDIT`",,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,21,IsCustomField,bit,,no,`ZZ*` customer field,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,22,IsMasked,bit,,no,Masked in the table browser and exports,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,23,ShortDescription,nvarchar(255),,no,Field description,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,24,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,25,CreatedBy,nvarchar(64),,no,Creating user name,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,26,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,27,ModifiedBy,nvarchar(64),,yes,Last changing user name,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,28,RowVersion,rowversion,,no,Optimistic concurrency token,,,03_data_dictionary.md
cfg,DictionaryTableField,cfg.DictionaryTableField,29,IsActive,bit,,no,Soft-delete / active flag (master + config only),,,03_data_dictionary.md
cfg,DictionaryStructure,cfg.DictionaryStructure,1,Id,bigint,PK,no,Surrogate key,Structure (no database table behind it),,03_data_dictionary.md
cfg,DictionaryStructure,cfg.DictionaryStructure,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Structure (no database table behind it),,03_data_dictionary.md
cfg,DictionaryStructure,cfg.DictionaryStructure,3,StructureName,nvarchar(64),AK,no,"Structure name, e.g. `#AUDIT`",Structure (no database table behind it),,03_data_dictionary.md
cfg,DictionaryStructure,cfg.DictionaryStructure,4,ShortDescription,nvarchar(255),,no,Description,Structure (no database table behind it),,03_data_dictionary.md
cfg,DictionaryStructure,cfg.DictionaryStructure,5,StructureType,nvarchar(20),,no,"`Include`, `Dto`, `ScreenStructure`",Structure (no database table behind it),,03_data_dictionary.md
cfg,DictionaryStructure,cfg.DictionaryStructure,6,Status,nvarchar(20),,no,Activation status,Structure (no database table behind it),,03_data_dictionary.md
cfg,DictionaryStructure,cfg.DictionaryStructure,7,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Structure (no database table behind it),,03_data_dictionary.md
cfg,DictionaryStructure,cfg.DictionaryStructure,8,CreatedBy,nvarchar(64),,no,Creating user name,Structure (no database table behind it),,03_data_dictionary.md
cfg,DictionaryStructure,cfg.DictionaryStructure,9,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Structure (no database table behind it),,03_data_dictionary.md
cfg,DictionaryStructure,cfg.DictionaryStructure,10,ModifiedBy,nvarchar(64),,yes,Last changing user name,Structure (no database table behind it),,03_data_dictionary.md
cfg,DictionaryStructure,cfg.DictionaryStructure,11,RowVersion,rowversion,,no,Optimistic concurrency token,Structure (no database table behind it),,03_data_dictionary.md
cfg,DictionaryStructure,cfg.DictionaryStructure,12,IsActive,bit,,no,Soft-delete / active flag (master + config only),Structure (no database table behind it),,03_data_dictionary.md
cfg,DictionaryStructureField,cfg.DictionaryStructureField,1,Id,bigint,PK,no,Surrogate key,Field of a structure,,03_data_dictionary.md
cfg,DictionaryStructureField,cfg.DictionaryStructureField,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Field of a structure,,03_data_dictionary.md
cfg,DictionaryStructureField,cfg.DictionaryStructureField,3,DictionaryStructureId,bigint,"AK,FK",no,Owning structure,Field of a structure,,03_data_dictionary.md
cfg,DictionaryStructureField,cfg.DictionaryStructureField,4,FieldName,nvarchar(64),AK,no,Field name,Field of a structure,,03_data_dictionary.md
cfg,DictionaryStructureField,cfg.DictionaryStructureField,5,FieldPosition,int,,no,Order,Field of a structure,,03_data_dictionary.md
cfg,DictionaryStructureField,cfg.DictionaryStructureField,6,DataElementId,bigint,FK,yes,Data element,Field of a structure,,03_data_dictionary.md
cfg,DictionaryStructureField,cfg.DictionaryStructureField,7,SqlType,nvarchar(40),,no,Physical type,Field of a structure,,03_data_dictionary.md
cfg,DictionaryStructureField,cfg.DictionaryStructureField,8,IsRequired,bit,,no,Mandatory,Field of a structure,,03_data_dictionary.md
cfg,DictionaryStructureField,cfg.DictionaryStructureField,9,ShortDescription,nvarchar(255),,no,Description,Field of a structure,,03_data_dictionary.md
cfg,DictionaryStructureField,cfg.DictionaryStructureField,10,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Field of a structure,,03_data_dictionary.md
cfg,DictionaryStructureField,cfg.DictionaryStructureField,11,CreatedBy,nvarchar(64),,no,Creating user name,Field of a structure,,03_data_dictionary.md
cfg,DictionaryStructureField,cfg.DictionaryStructureField,12,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Field of a structure,,03_data_dictionary.md
cfg,DictionaryStructureField,cfg.DictionaryStructureField,13,ModifiedBy,nvarchar(64),,yes,Last changing user name,Field of a structure,,03_data_dictionary.md
cfg,DictionaryStructureField,cfg.DictionaryStructureField,14,RowVersion,rowversion,,no,Optimistic concurrency token,Field of a structure,,03_data_dictionary.md
cfg,DictionaryStructureField,cfg.DictionaryStructureField,15,IsActive,bit,,no,Soft-delete / active flag (master + config only),Field of a structure,,03_data_dictionary.md
cfg,DictionaryView,cfg.DictionaryView,1,Id,bigint,PK,no,Surrogate key,View definition (join or projection),,03_data_dictionary.md
cfg,DictionaryView,cfg.DictionaryView,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,View definition (join or projection),,03_data_dictionary.md
cfg,DictionaryView,cfg.DictionaryView,3,SchemaName,nvarchar(20),AK,no,Schema,View definition (join or projection),,03_data_dictionary.md
cfg,DictionaryView,cfg.DictionaryView,4,ViewName,nvarchar(64),AK,no,View name,View definition (join or projection),,03_data_dictionary.md
cfg,DictionaryView,cfg.DictionaryView,5,ShortDescription,nvarchar(255),,no,Description,View definition (join or projection),,03_data_dictionary.md
cfg,DictionaryView,cfg.DictionaryView,6,ViewType,nvarchar(20),,no,"`Database`, `Projection`, `Maintenance`, `Help`",View definition (join or projection),,03_data_dictionary.md
cfg,DictionaryView,cfg.DictionaryView,7,BaseTableName,nvarchar(64),,no,Primary table,View definition (join or projection),,03_data_dictionary.md
cfg,DictionaryView,cfg.DictionaryView,8,JoinDefinition,nvarchar(max),,yes,Join conditions in JSON,View definition (join or projection),,03_data_dictionary.md
cfg,DictionaryView,cfg.DictionaryView,9,SelectionCondition,nvarchar(max),,yes,Fixed `WHERE` condition,View definition (join or projection),,03_data_dictionary.md
